Temperatura de equilibrio (K),Masa estelar (M☉),koi_disposition
1834.0,0.957,CANDIDATE
1550.0,1.83,CANDIDATE
674.0,0.718,CANDIDATE
1017.0,0.979,CANDIDATE
2167.0,1.516,CANDIDATE
409.0,1.765,CANDIDATE
526.0,0.939,CANDIDATE
2492.0,1.732,CANDIDATE
2036.0,0.865,CANDIDATE
1014.0,0.89,CANDIDATE
1688.0,0.826,CANDIDATE
577.0,0.668,CANDIDATE
1052.0,1.115,CANDIDATE
416.0,0.545,CANDIDATE
332.0,1.006,CANDIDATE
1008.0,1.148,CONFIRMED
370.0,0.535,CANDIDATE
679.0,0.693,CANDIDATE
1097.0,0.548,CANDIDATE
2001.0,1.44,CANDIDATE
737.0,1.092,CANDIDATE
579.0,0.427,CANDIDATE
960.0,1.348,CANDIDATE
1933.0,0.945,CANDIDATE
632.0,0.82,CANDIDATE
1684.0,0.956,CANDIDATE
2104.0,0.805,CANDIDATE
1268.0,1.028,CANDIDATE
2413.0,1.341,CANDIDATE
1150.0,1.082,CANDIDATE
1234.0,0.854,CANDIDATE
648.0,1.012,CANDIDATE
541.0,0.727,CANDIDATE
399.0,1.122,CANDIDATE
947.0,0.88,CANDIDATE
385.0,1.035,CANDIDATE
1180.0,0.845,CANDIDATE
266.0,1.017,CANDIDATE
899.0,1.197,CANDIDATE
1928.0,1.08,CANDIDATE
1459.0,1.74,CANDIDATE
323.0,1.139,CANDIDATE
618.0,1.038,CANDIDATE
852.0,1.209,CANDIDATE
1535.0,1.024,CANDIDATE
1018.0,0.824,CANDIDATE
1462.0,1.714,CANDIDATE
919.0,1.148,CANDIDATE
1253.0,1.107,CANDIDATE
225.0,0.87,CANDIDATE
1156.0,1.188,CANDIDATE
999.0,0.914,CANDIDATE
1125.0,1.048,CANDIDATE
231.0,0.884,CANDIDATE
1306.0,1.036,CANDIDATE
1028.0,0.936,CANDIDATE
1620.0,1.205,CANDIDATE
2173.0,1.28,CANDIDATE
1007.0,0.907,CANDIDATE
242.0,1.038,CANDIDATE
1132.0,1.004,CANDIDATE
1633.0,0.955,CANDIDATE
589.0,1.279,CANDIDATE
792.0,1.754,CANDIDATE
1177.0,1.126,CANDIDATE
1391.0,0.746,CANDIDATE
1291.0,0.958,CANDIDATE
1266.0,1.094,CANDIDATE
1653.0,1.011,CANDIDATE
1135.0,0.821,CANDIDATE
467.0,1.191,CANDIDATE
1805.0,1.003,CANDIDATE
218.0,0.793,CANDIDATE
784.0,1.102,CANDIDATE
664.0,1.135,CANDIDATE
674.0,0.723,CANDIDATE
648.0,0.779,CANDIDATE
507.0,0.987,CANDIDATE
1917.0,0.855,CANDIDATE
1133.0,1.079,CANDIDATE
780.0,0.878,CANDIDATE
337.0,0.503,CANDIDATE
1640.0,1.234,CANDIDATE
1283.0,0.89,CANDIDATE
1172.0,0.958,CANDIDATE
1680.0,1.313,CANDIDATE
1208.0,0.632,CANDIDATE
2518.0,1.174,CANDIDATE
856.0,1.14,CANDIDATE
1184.0,1.047,CANDIDATE
782.0,0.659,CANDIDATE
759.0,0.786,CANDIDATE
1045.0,0.843,CANDIDATE
517.0,0.887,CANDIDATE
2699.0,0.992,CANDIDATE
667.0,0.959,CANDIDATE
532.0,0.543,CANDIDATE
1256.0,1.727,CANDIDATE
509.0,0.101,CANDIDATE
444.0,0.871,CANDIDATE
1137.0,1.06,CANDIDATE
585.0,1.081,CANDIDATE
288.0,0.781,CANDIDATE
1178.0,1.064,CANDIDATE
237.0,0.832,CANDIDATE
785.0,0.903,CANDIDATE
962.0,0.801,CANDIDATE
667.0,0.643,CANDIDATE
830.0,1.077,CANDIDATE
579.0,0.516,CANDIDATE
1113.0,0.969,CANDIDATE
1529.0,1.035,CANDIDATE
303.0,0.45,CANDIDATE
963.0,1.064,CANDIDATE
1280.0,0.962,CANDIDATE
1422.0,1.025,CANDIDATE
840.0,1.015,CANDIDATE
1389.0,1.014,CANDIDATE
1072.0,1.169,CANDIDATE
888.0,0.962,CANDIDATE
1364.0,1.031,CANDIDATE
927.0,1.02,CANDIDATE
661.0,1.02,CANDIDATE
1623.0,1.014,CANDIDATE
577.0,0.632,CONFIRMED
670.0,0.772,CANDIDATE
432.0,0.772,CANDIDATE
942.0,0.95,CANDIDATE
1034.0,0.793,CANDIDATE
1168.0,0.945,CANDIDATE
1047.0,0.884,CANDIDATE
755.0,0.921,CANDIDATE
582.0,1.135,CANDIDATE
747.0,0.534,CANDIDATE
1046.0,1.207,CANDIDATE
1840.0,0.915,CANDIDATE
1074.0,1.221,CANDIDATE
914.0,0.897,CANDIDATE
1537.0,0.707,CANDIDATE
834.0,1.038,CANDIDATE
953.0,0.985,CANDIDATE
929.0,0.98,CANDIDATE
1330.0,2.012,CANDIDATE
2209.0,1.992,CANDIDATE
1323.0,0.926,CANDIDATE
1178.0,1.648,CANDIDATE
1318.0,1.23,CANDIDATE
1050.0,1.03,CANDIDATE
856.0,0.978,CANDIDATE
1053.0,1.026,CANDIDATE
1115.0,1.017,CANDIDATE
225.0,1.025,CANDIDATE
723.0,0.709,CANDIDATE
258.0,1.039,CANDIDATE
1356.0,0.884,CANDIDATE
1199.0,1.043,CANDIDATE
3112.0,1.865,CANDIDATE
214.0,1.033,CANDIDATE
738.0,0.782,CANDIDATE
365.0,0.169,CONFIRMED
659.0,0.782,CANDIDATE
1253.0,0.942,CANDIDATE
506.0,0.901,CANDIDATE
501.0,1.059,CANDIDATE
1686.0,1.118,CANDIDATE
1475.0,0.614,CANDIDATE
988.0,1.319,CANDIDATE
931.0,0.806,CANDIDATE
1523.0,0.973,CANDIDATE
841.0,1.006,CANDIDATE
713.0,0.759,CANDIDATE
321.0,0.934,CANDIDATE
713.0,0.938,CANDIDATE
1067.0,0.884,CANDIDATE
1334.0,1.251,CANDIDATE
1039.0,0.999,CANDIDATE
619.0,0.729,CANDIDATE
748.0,0.967,CANDIDATE
767.0,0.983,CANDIDATE
519.0,0.747,CANDIDATE
645.0,0.811,CANDIDATE
1039.0,0.943,CANDIDATE
1654.0,1.028,CANDIDATE
1240.0,0.574,CANDIDATE
217.0,0.953,CANDIDATE
692.0,1.036,CANDIDATE
904.0,1.219,CANDIDATE
1454.0,1.077,CANDIDATE
574.0,0.555,CANDIDATE
694.0,1.07,CANDIDATE
576.0,0.635,CANDIDATE
605.0,0.771,CANDIDATE
625.0,0.837,CANDIDATE
305.0,0.169,CONFIRMED
948.0,0.933,CANDIDATE
722.0,0.972,CANDIDATE
851.0,0.862,CANDIDATE
1156.0,1.213,CANDIDATE
1362.0,1.236,CANDIDATE
1085.0,0.951,CANDIDATE
940.0,0.951,CANDIDATE
998.0,0.772,CANDIDATE
864.0,0.97,CANDIDATE
314.0,1.336,CANDIDATE
1720.0,1.024,CANDIDATE
1201.0,0.965,CANDIDATE
604.0,1.035,CANDIDATE
536.0,0.582,CANDIDATE
1180.0,0.939,CANDIDATE
2474.0,1.093,CANDIDATE
220.0,0.892,CONFIRMED
1640.0,0.797,CANDIDATE
1824.0,1.193,CANDIDATE
788.0,0.875,CANDIDATE
1999.0,1.356,CANDIDATE
1101.0,0.772,CANDIDATE
778.0,1.041,CANDIDATE
1249.0,0.625,CANDIDATE
677.0,1.06,CANDIDATE
1369.0,1.11,CANDIDATE
1470.0,1.032,CANDIDATE
1079.0,1.1,CANDIDATE
461.0,0.818,CANDIDATE
629.0,0.825,CANDIDATE
343.0,0.401,CANDIDATE
1337.0,1.039,CANDIDATE
1205.0,1.003,CANDIDATE
1144.0,1.055,CANDIDATE
485.0,0.413,CANDIDATE
1081.0,1.01,CONFIRMED
1257.0,0.818,CANDIDATE
568.0,1.325,CANDIDATE
248.0,1.094,CANDIDATE
1158.0,2.039,CANDIDATE
263.0,1.066,CANDIDATE
721.0,0.739,CANDIDATE
2417.0,1.177,CANDIDATE
143.0,0.668,CANDIDATE
967.0,1.048,CANDIDATE
1103.0,2.738,CANDIDATE
257.0,0.948,CANDIDATE
364.0,1.417,CANDIDATE
873.0,0.68,CANDIDATE
193.0,0.736,CANDIDATE
132.0,0.535,CANDIDATE
572.0,1.194,CANDIDATE
1415.0,0.726,CANDIDATE
1168.0,0.894,CANDIDATE
2688.0,1.281,CANDIDATE
432.0,0.698,CONFIRMED
305.0,1.019,CANDIDATE
204.0,0.843,CANDIDATE
608.0,1.748,CANDIDATE
377.0,0.907,CANDIDATE
1337.0,1.517,CANDIDATE
307.0,1.025,CANDIDATE
922.0,0.939,CANDIDATE
351.0,0.764,CANDIDATE
267.0,0.847,CANDIDATE
315.0,1.185,CANDIDATE
1997.0,1.436,CANDIDATE
304.0,0.91,CANDIDATE
179.0,0.304,CANDIDATE
216.0,0.715,CANDIDATE
2097.0,1.131,CANDIDATE
347.0,1.067,CANDIDATE
402.0,0.864,CANDIDATE
199.0,0.202,CANDIDATE
521.0,1.104,CANDIDATE
312.0,0.845,CANDIDATE
207.0,0.791,CANDIDATE
1002.0,0.907,CANDIDATE
586.0,2.018,CANDIDATE
412.0,1.513,CANDIDATE
240.0,0.892,CANDIDATE
281.0,0.934,CANDIDATE
208.0,0.856,CANDIDATE
1548.0,0.827,CANDIDATE
1060.0,0.978,CANDIDATE
208.0,0.79,CANDIDATE
793.0,1.337,CANDIDATE
578.0,0.463,CANDIDATE
505.0,0.961,CANDIDATE
383.0,1.095,CANDIDATE
226.0,1.005,CANDIDATE
187.0,0.608,CANDIDATE
323.0,1.037,CANDIDATE
215.0,0.73,CANDIDATE
942.0,1.161,CANDIDATE
676.0,1.594,CANDIDATE
208.0,0.843,CANDIDATE
767.0,0.716,CANDIDATE
262.0,1.008,CANDIDATE
624.0,0.949,CANDIDATE
437.0,1.289,CANDIDATE
330.0,1.077,CANDIDATE
247.0,0.906,CANDIDATE
464.0,1.537,CANDIDATE
1323.0,1.351,CANDIDATE
922.0,1.169,CANDIDATE
885.0,1.703,CANDIDATE
293.0,1.152,CANDIDATE
308.0,1.129,CANDIDATE
1152.0,1.079,CANDIDATE
301.0,1.183,CANDIDATE
338.0,0.999,CANDIDATE
249.0,0.934,CANDIDATE
259.0,1.068,CANDIDATE
1545.0,0.821,CANDIDATE
1825.0,0.996,CANDIDATE
219.0,0.989,CANDIDATE
232.0,0.9,CANDIDATE
232.0,0.92,CANDIDATE
839.0,0.97,CANDIDATE
207.0,0.886,CANDIDATE
300.0,1.215,CANDIDATE
1908.0,0.998,CANDIDATE
281.0,1.188,CANDIDATE
542.0,1.211,CANDIDATE
233.0,0.708,CANDIDATE
286.0,0.931,CANDIDATE
523.0,1.129,CANDIDATE
327.0,0.727,CANDIDATE
1498.0,0.651,CANDIDATE
1623.0,1.596,CANDIDATE
688.0,2.049,CANDIDATE
1026.0,1.022,CANDIDATE
1299.0,0.946,CANDIDATE
1037.0,0.979,CANDIDATE
256.0,0.83,CANDIDATE
945.0,3.295,CANDIDATE
444.0,1.465,CANDIDATE
1444.0,1.398,CANDIDATE
265.0,1.025,CANDIDATE
228.0,0.971,CANDIDATE
1608.0,1.075,CANDIDATE
557.0,2.19,CANDIDATE
